Dataset Title,API Field Name,Description,Data Type
Biomethane Potential in Colorado 2014,owch4t,"Methane generation potential from industrial, institutional, and commercial organic waste (in metric tons/year). This analysis estimates the methane generation potential from food manufacturing and wholesalers (e.g. fruit and vegetable canneries, dairy creameries, meat packing and processors, etc.), as well as institutional facilities such as hospitals, nursing homes, educational and correctional facilities. It uses data from the U.S. Census Bureau's County Business Patterns 2012, and the Homeland Security Infrastructure Program (HSIP) 2012 which is further processed to estimate the amount of these resources by county.",Number
Biomethane Potential in Colorado 2014,state_name,Name of the state,Number
Biomethane Potential in Colorado 2014,totalch4t,"Total methane generation potential by county from the following biogas sources: landfills, animal manure; wastewater treatment; and industrial, institutional, and commercial organic waste. Data in metric tons/year.",Number
Biomethane Potential in Colorado 2014,wwtpch4t,Methane generation potential from wastewater treatment (in metric tons/year). This analysis estimates the methane generation potential of wastewater treatment plants using methodology from the EPA's Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990-2011 and data from the EPA Clean Watersheds Needs Survey (2008). The results were further aggregated to county level.,Number
Post-Secondary Financial Aid Demographics in Colorado,year,Year of record. Changes from source: derived by removing the FA- from Data Type field.,Number
Post-Secondary Financial Aid Demographics in Colorado,institutionname,"The name of the institution. Changes from source: ""Western State University"" replaced ""Western State Colorado University"" for older years records to maintain consistancy for queries on this university.",Plain Text
Post-Secondary Financial Aid Demographics in Colorado,institutionlevelid,Machine readable coded number 2=College or 4=University. Change from source: derived from the original database field InstitutionType.,Number
Post-Secondary Financial Aid Demographics in Colorado,institutionlevel,Human readable column. Changes from source: colum created and populated from the original database field InstitutionType by mapping the number value to 2=College 4=University.,Plain Text
Post-Secondary Financial Aid Demographics in Colorado,institutiontype,Indicates whether the university is public or private. Derived from the CDHE Colleges & Universities database.,Plain Text
Post-Secondary Financial Aid Demographics in Colorado,taxtype,Describes whether the institution is a non-profit or has another tax designation. Derived from the CDHE Colleges & Universities database.,Plain Text
Post-Secondary Financial Aid Demographics in Colorado,cobased,Describes whether the institution is a based in Colorado or is headquartered in a different state. Derived from the CDHE Colleges & Universities database.,Plain Text
Post-Secondary Financial Aid Demographics in Colorado,division,Describes the agency aggregating the data. Derived from the CDHE Colleges & Universities database.,Plain Text
Post-Secondary Financial Aid Demographics in Colorado,fafsaindicator,Federal School Code Indicator; 1=Yes 0=No ; Changes from source: Changed 1 = 1 (for yes) and 2 = 0 (for no),Number
Post-Secondary Financial Aid Demographics in Colorado,residencyid,Numerical value associated to Residency. Derived from residency description.,Number
Post-Secondary Financial Aid Demographics in Colorado,residency,"Values are: In-State, Out-Of-State, Other",Plain Text
Post-Secondary Financial Aid Demographics in Colorado,agedesc,The age range of sample.,Plain Text
Post-Secondary Financial Aid Demographics in Colorado,agemin,"Minimum age from the age description. Changes from source: derived by splitting the ageDesc field and taking the lower end of the value as the min value. ""Under"" is set to null values as an unbounded range, treated as an empty value.",Number
Post-Secondary Financial Aid Demographics in Colorado,agemax,"Maximum age from the age description. Changes from source: derived by splitting the ageDesc field and taking the higher end of the value as the max value. ""Over"" is set to null values as an unbounded range, and treated as an empty value.",Number
Post-Secondary Financial Aid Demographics in Colorado,gender,"Gender of student. Values are: Male, Female, Unknown",Plain Text
Post-Secondary Financial Aid Demographics in Colorado,ethnicity,"Ethnicity of student. Values are: Asian or Pacific Islander; Black, non-Hispanic; Hispanic; Native American or Alaskan Native; Non-Resident Alien; Unknown Ethnicity; White, non-Hispanic",Plain Text
Post-Secondary Financial Aid Demographics in Colorado,studentlevel,Student level as either Undergraduate or Graduate.,Plain Text
Post-Secondary Financial Aid Demographics in Colorado,enrollmentclassification,"Values are: Full-time, Less-than-half-time, Half-time. Changes from source: Changed ""Full-Time"" to ""Full-time"" to be consistent",Plain Text
Post-Secondary Financial Aid Demographics in Colorado,sumstateaid,Sum of all state aid for the record's cohort. Changes from source: Removed commas and saved values as integers,Number
Post-Secondary Financial Aid Demographics in Colorado,sumfederalpell,Sum of all Federal Pell Grant aid for the record's cohort. Changes from source: Removed commas and saved values as integers,Number
Post-Secondary Financial Aid Demographics in Colorado,sumfederalloans,Sum of all federal aid for the record's cohort. Changes from source: Removed commas and saved values as integers,Number
Post-Secondary Financial Aid Demographics in Colorado,sumotherfederal,Sum of all non-Federal Pell Grant aid for the record's cohort. Changes from source: Removed commas and saved values as integers,Number
Post-Secondary Financial Aid Demographics in Colorado,sumfederalplus,Sum of all Federal PLUS aid for the record's cohort. Changes from source: Removed commas and saved values as integers,Number
Post-Secondary Financial Aid Demographics in Colorado,sumotherloans,Sum of all loan aid for the record's cohort.Changes from source: Removed commas and saved values as integers,Number
Post-Secondary Financial Aid Demographics in Colorado,sumotherscholarships,Sum of all scholarship aid for the record's cohort.Changes from source: Removed commas and saved values as integers,Number
Post-Secondary Financial Aid Demographics in Colorado,recordcount,Record Count. Changes from source: Replaced all * values to null values so that the field type can be treated as an integer field for numerical queries.,Number
General Improvement Districts Denver,OBJECTID,Sequential unique whole numbers that are automatically generated,
General Improvement Districts Denver,district_i,Arbitrary sequential number for districts determined by IPP,
General Improvement Districts Denver,actv_or_hist,"Is the District boundary ""Active"" or ""Historical""?",
General Improvement Districts Denver,dstct_name,District Name per Creation Ordinance,
General Improvement Districts Denver,data_sourc,Where did the feature come from. Was it mapped by survey or did it come from an existing feature class,
General Improvement Districts Denver,creat_ord,Ordinance that created district,
General Improvement Districts Denver,bndry_last,Date boundary last edited or modified,
General Improvement Districts Denver,legal_start,Date of ordinance creating district,
General Improvement Districts Denver,legal_end,Date district was terminated,
General Improvement Districts Denver,tax_number,Tax number for geo-processing assigned by Assessor's office,
General Improvement Districts Denver,file_link,Link to City Network File location,
General Improvement Districts Denver,web_link,URL to web site with further district information,
General Improvement Districts Denver,comments_d,District Specific comments,
General Improvement Districts Denver,comments_l,Comments concerning legistlative or creation process,
General Improvement Districts Denver,web_link_s,Link to state web site - Department of Local Affairs,
General Improvement Districts Denver,special_fe,Special District Fees managed by the City Treasury Department,
General Improvement Districts Denver,notes,General notes from the GIS data edidtor,
Characterization of Lobbyist Clients in Colorado,lobbyistlastname,Last name of lobbyist,Plain Text
Characterization of Lobbyist Clients in Colorado,lobbyistfirstname,First name of lobbyist,Plain Text
Characterization of Lobbyist Clients in Colorado,lobbyistaddress1,First line of lobbyist address,Plain Text
Characterization of Lobbyist Clients in Colorado,lobbyistaddress2,Second line of lobbyist address,Plain Text
Characterization of Lobbyist Clients in Colorado,lobbyistcity,City of lobbyist address,Plain Text
Characterization of Lobbyist Clients in Colorado,lobbyiststate,State of lobbyist address,Plain Text
Characterization of Lobbyist Clients in Colorado,lobbyistzip,Zipcode of lobbyist address,Plain Text
Characterization of Lobbyist Clients in Colorado,primarylobbyistid,Number assigned when the lobbyist registers with the state and the first four numbers are the year of original registration,Number
