Dataset Title,API Field Name,Description
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",principalstate,Principal State
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",principalzipcode,Principal Zip code
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",principalzipcode4,"If nine digit zip code is given, the full code will be listed here"
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",mailingaddress,Mailing address
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",mailingcity,Mailing city
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",mailingstate,Mailing state
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",mailingzipcode,Mailing zip code
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",mailingzipcode4,"If nine digit zip code is given, the full code will be listed here"
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",phone,Phone number; blank if personal address
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",subcontractor,"If a subcontractor, then ‘Y’, else ‘N’"
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado",inbusiness,Officer in business?
Crude Oil Pipelines in Colorado 2014,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.
Crude Oil Pipelines in Colorado 2014,pipename,Name of pipeline
Crude Oil Pipelines in Colorado 2014,source,Source where data was originally collected
Vacancies by Type of Apartment in Colorado 2016,region,Region the data was collected
Vacancies by Type of Apartment in Colorado 2016,subregion,Sub region the data was collected
Vacancies by Type of Apartment in Colorado 2016,apartmenttype,Size of building by number of units per building
Vacancies by Type of Apartment in Colorado 2016,quarter,Quarter data was recorded
Vacancies by Type of Apartment in Colorado 2016,year,Year data was recorded
Vacancies by Type of Apartment in Colorado 2016,averagevacancy,Average vacancy for region/subregion by quarter
Road Surface Treatment Projects in Colorado 2015,fy,Projected year for the project
Road Surface Treatment Projects in Colorado 2015,region,"CDOT region, value 1-5"
Road Surface Treatment Projects in Colorado 2015,highway,"A Unique (3 Number - 1 Letter) Highway Identification Code or Designating for a State Highway, Business Route, U.S. Route or Tolled Facility. Odd numbers typically run North and South and Even numbers typically Run East and West."
Road Surface Treatment Projects in Colorado 2015,bmp,Beginning Mile Point
Road Surface Treatment Projects in Colorado 2015,emp,Ending Mile Point
Road Surface Treatment Projects in Colorado 2015,centerlength,
Road Surface Treatment Projects in Colorado 2015,description,Description of reason for maintenance and/or the region that is affected.
Road Surface Treatment Projects in Colorado 2015,estimate,Price estimate in U.S. dollars
Road Surface Treatment Projects in Colorado 2015,treatmentcategory,"Category of the treatment (Minor Rehab, Major Rehab, Prev Mtc, Reconstruction, Chip Seal, Ultra Thin)"
Road Surface Treatment Projects in Colorado 2015,pavementtrafficcategory,"Description of the amount of traffic through the road: Interstate, High Volume (>4,000 cars or >1,000 trucks per day), Medium Volume (between 2,000 and 4,000 cars and/or 100 and 1,000 trucks), Low Volume (<2,000 cars and <100 trucks)"
Road Surface Treatment Projects in Colorado 2015,mtcpreservation,"MTC and/or Preservation (Yes, No, Rehab & Mtc)"
Road Surface Treatment Projects in Colorado 2015,pavementmanagementmatch,"Pavement Management Match (Yes, No, N/A)"
Road Surface Treatment Projects in Colorado 2015,comments,Comments
City Tax Rates Without State Collected Tax in Colorado,city,Name of city
City Tax Rates Without State Collected Tax in Colorado,cityfootnote,1 - Sales tax on food & liquor for immediate consumption. 2 - Food for home consumption. 3 - Automobile rentals for less than 30 days. 4 - Cap at a certain amount. 5 - Sales tax rate is reduced if purchases are made from certain areas subject to either a Public Improvement Fee (PIF) and/or Retail Sales Fee (RSF). All PIFs/RSFs imposed by home-rule cities are not listed in this publication. Contact the respective home-rule city for more details. 6 - Use tax 7 - Business license for businesses within city limits. 8 Business license for businesses outside city limits that do business within the city limits. W - Contact the city directly.
City Tax Rates Without State Collected Tax in Colorado,address,Address of city hall
City Tax Rates Without State Collected Tax in Colorado,addresscity,City of associated address
City Tax Rates Without State Collected Tax in Colorado,addresszipcode,Zipcode of associated address
City Tax Rates Without State Collected Tax in Colorado,phonenumber,Phone number for city hall
City Tax Rates Without State Collected Tax in Colorado,countycityislocated,County where with is located
City Tax Rates Without State Collected Tax in Colorado,citysalestaxrate,Tax rate for city
City Tax Rates Without State Collected Tax in Colorado,citysalestaxrateverbatim,Tax rate for city exactly as it is written on source
City Tax Rates Without State Collected Tax in Colorado,citysalestaxratefootnote,1 - Sales tax on food & liquor for immediate consumption. 2 - Food for home consumption. 3 - Automobile rentals for less than 30 days. 4 - Cap at a certain amount. 5 - Sales tax rate is reduced if purchases are made from certain areas subject to either a Public Improvement Fee (PIF) and/or Retail Sales Fee (RSF). All PIFs/RSFs imposed by home-rule cities are not listed in this publication. Contact the respective home-rule city for more details. 6 - Use tax 7 - Business license for businesses within city limits. 8 Business license for businesses outside city limits that do business within the city limits. W - Contact the city directly.
City Tax Rates Without State Collected Tax in Colorado,servicefeeallowed,Maximum a;llowable service fee
City Tax Rates Without State Collected Tax in Colorado,servicefeeallowedverbatim,Maximum allowable service fee exactly as it is written on source
City Tax Rates Without State Collected Tax in Colorado,servicefeeallowedfootnote,1 - Sales tax on food & liquor for immediate consumption. 2 - Food for home consumption. 3 - Automobile rentals for less than 30 days. 4 - Cap at a certain amount. 5 - Sales tax rate is reduced if purchases are made from certain areas subject to either a Public Improvement Fee (PIF) and/or Retail Sales Fee (RSF). All PIFs/RSFs imposed by home-rule cities are not listed in this publication. Contact the respective home-rule city for more details. 6 - Use tax 7 - Business license for businesses within city limits. 8 Business license for businesses outside city limits that do business within the city limits. W - Contact the city directly.
City Tax Rates Without State Collected Tax in Colorado,licensefee,Cost for license
Alternative Energy Laws and Incentives in Colorado 2014,lawid,A unique identifier for this specific incentive/law/regulation.
Alternative Energy Laws and Incentives in Colorado 2014,title,The brief title assigned to the incentive/law/regulation description.
Alternative Energy Laws and Incentives in Colorado 2014,text,"Description of the incentive/law/regulation, including applicable legislative references, html formated"
Alternative Energy Laws and Incentives in Colorado 2014,enacteddate,The date the enacting legislation (if applicable) was signed into law.
Alternative Energy Laws and Incentives in Colorado 2014,amendeddate,The date the incentive/law/regulation was updated through new legislation or rulemaking.
Alternative Energy Laws and Incentives in Colorado 2014,isrecent,The true or false value used to distinguish between recent federal executive actions (TRUE) and active incentives/laws/regulations (FALSE).
Alternative Energy Laws and Incentives in Colorado 2014,sequencenumber,The numerical value assigned to a description to show the order in which it is displayed online within a jurisdiction (state).
Alternative Energy Laws and Incentives in Colorado 2014,type,"The category that the incentive/law/regulation falls under, described below: -State Incentives, -Laws and Regulations, -Utility/Private Incentives,"
Alternative Energy Laws and Incentives in Colorado 2014,agency,The agency with primary responsibility for federal incentives/regulations.
Alternative Energy Laws and Incentives in Colorado 2014,significantupdatedate,When the last significant update to the law was made.
Alternative Energy Laws and Incentives in Colorado 2014,expireddate,The date the incentive/law/regulation is set to end.
Alternative Energy Laws and Incentives in Colorado 2014,archiveddate,The date that an incentive/law/regulation is no longer relevant to the database. This may include longstanding Executive Orders or laws requiring legislative studies that have been completed.
Alternative Energy Laws and Incentives in Colorado 2014,repealeddate,The date legislation is enacted or a rulemaking is finalized to repeal the incentive/law/regulation.
Alternative Energy Laws and Incentives in Colorado 2014,topic,"For local incentive/regulation descriptions, the category that the incentive/regulation falls under, described below: Infrastructure Requirements, Vehicle Purchase and Infrastructure Development Incentives, Fuel Use Incentives, Parking Incentives, Technical Assistance, Vehicle Acquisition Requirements, Promotion Initiatives, Idle Reduction Requirements, Renewable Fuels Mandates and Standards"
Alternative Energy Laws and Incentives in Colorado 2014,technologycategories,"Search by the technology type. A single type, or a comma-separate list of multiple types, may be given. Values and what they stand for are as follows: 'BIOD' for Biodiesel, 'ETH' for Ethanol, 'NG' for Natural Gas, 'LPG' for Propane (LPG), 'HY' for Hydrogen Fuel Cells, 'EFFEC' for Fuel Economy / Efficiency, 'IR' for Idle Reduction, 'ELEC' for EVs, 'HEV' for HEVs / PHEVs, 'OTHER' for Other, 'AFTMKTCONV' for Aftermarket Conversions, and 'NEVS' for NEVs"
Alternative Energy Laws and Incentives in Colorado 2014,incentivecategories,"Search by the technology type. A single type, or a comma-separate list of multiple types, may be given. Values and what they stand for are as follows: 'BIOD' for Biodiesel, 'ETH' for Ethanol, 'NG' for Natural Gas, 'LPG' for Propane (LPG), 'HY' for Hydrogen Fuel Cells, 'EFFEC' for Fuel Economy / Efficiency, 'IR' for Idle Reduction, 'ELEC' for EVs, 'HEV' for HEVs / PHEVs, 'OTHER' for Other, 'AFTMKTCONV' for Aftermarket Conversions, and 'NEVS' for NEVs"
